"ID","SX","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","LAYOUT","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLEVAL","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","CONF","update_stamp"
"368","","Q1TR3","ADAS","ADAS-Cognitive Behavior","","Trial 3","","","T","50","0","","","if((in($vals{'Q1UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q1UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q1UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(notin($vals{$x},$_n)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0=Word 1;1=Word 2; 2=Word 3; 3=Word 4; 4=Word 5; 5=Word 6; 6=Word 7; 7=Word 8; 8=Word 9; 9=Word10;10=None recalled correctly","","check;grid_end;subquestion_trigger=(q1unable:n)","16945","16","","","K","","","0","","","","","","","-1","","{}","2015-01-05 10:24:13.0"
"369","","Q1SCORE","ADAS","ADAS-Cognitive Behavior","","Score Component","","","N","2","0","","","1","","0..10","","combo;indent=1;letpass","16945","17","","","C","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"370","","TIMEEND","ADAS","ADAS-Cognitive Behavior","","Time Ended:","","","T","4","0","","","if((notin($vals{'Q1UNABLE'},$_n))&&($vals{$x}!=$_n)){return('Error :  Based on main question , please leave this field blank.');}elsif((in($vals{'Q1UNABLE'},$_n))&&time_validate('data'=>$vals{$x})!=1&& notin($vals{$x},$_m)){return('Invalid time ( HHMM )!');}else{return(1);}","HHMM","","24-hour clock","time_military_strict; missing; indent=1;subquestion_trigger=(q1unable:n)","16945","18","","","","1","","1","","","","","","","","","{}","2015-01-05 10:24:13.0"
"371","","Q2UNABLE","ADAS","ADAS-Cognitive Behavior","","2. Commands","","","N","2","0","","","1","","1=Not done (for reasons other than physical/cognitive); 2=Participant refused; 3=Participant unable for physical reasons;4=Participant unable for cognitive reasons","Check each command performed correctly.","radio;letpass","16945","19","","","R","","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"372","","Q2TASK","ADAS","ADAS-Cognitive Behavior","","<!--2. Commands-->","","","T","50","0","","","if((in($vals{'Q2UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q2UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q2UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(notin($vals{$x},$_n)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Make a fist; 2=Point to the ceiling, then to the floor; 3=Put the pencil on top of the card, then put it back; 4=Put the watch on the other side of the pencil and turn over the card; 5=Tap each shoulder twice with two fingers, keeping your eyes shut; 0=None performed correctly","","check;indent=1;subquestion_trigger=(q2unable:n)","16945","20","","","K","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"373","","Q2SCORE","ADAS","ADAS-Cognitive Behavior","","Score Component","","","N","2","0","","","1","","0..5","","combo;indent=1;letpass","16945","21","","","C","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"374","","Q3UNABLE","ADAS","ADAS-Cognitive Behavior","","3. Constructional Praxis","","","N","2","0","","","1","","1=Not done (for reasons other than physical/cognitive); 2=Participant refused; 3=Participant unable for physical reasons; 4=Participant unable for cognitive reasons","","radio;letpass","16945","22","","","R","","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"375","","Q3TASK1","ADAS","ADAS-Cognitive Behavior","","Circle","","","N","2","0","","","if((in($vals{'Q3UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q3UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q3UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2,3)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Shape drawn correctly;2=Shape drawn incorrectly (at least one side/section of shape drawn);3=No recognizable attempt at drawing any side/section of shape","A closed curved shape.","radio;indent=1;subquestion_trigger=(q3unable:n)","16945","23","","","R","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"376","","Q3TASK2","ADAS","ADAS-Cognitive Behavior","","Two overlapping rectangles","","","N","2","0","","","if((in($vals{'Q3UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q3UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q3UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2,3)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Shape drawn correctly;2=Shape drawn incorrectly (at least one side/section of shape drawn);3=No recognizable attempt at drawing any side/section of shape","Each shape must be four-sided and overlap must be similar to presented diagram.","radio;indent=1;subquestion_trigger=(q3unable:n)","16945","24","","","R","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"377","","Q3TASK3","ADAS","ADAS-Cognitive Behavior","","Rhombus(Diamond)","","","N","2","0","","","if((in($vals{'Q3UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q3UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q3UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2,3)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Shape drawn correctly;2=Shape drawn incorrectly (at least one side/section of shape drawn);3=No recognizable attempt at drawing any side/section of shape","Shape must be four-sided, oriented so that the points are at the top and bottom, and the sides approximately equal in length (e.g., longest side is not > 1.5 times the length of the shortest side).","radio;indent=1;subquestion_trigger=(q3unable:n)","16945","25","","","R","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"378","","Q3TASK4","ADAS","ADAS-Cognitive Behavior","","Cube","","","N","2","0","","","if((in($vals{'Q3UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q3UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q3UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2,3)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Shape drawn correctly;2=Shape drawn incorrectly (at least one side/section of shape drawn);3=No recognizable attempt at drawing any side/section of shape","The shape is 3-dimensional, with front face in the correct orientation, internal lines drawn correctly between corners. Opposite sides of faces should be approximately parallel.","radio;indent=1;subquestion_trigger=(q3unable:n)","16945","26","","","R","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"379","","Q3SCORE","ADAS","ADAS-Cognitive Behavior","","Score Component","","","N","2","0","","","1","","0..5","","combo;indent=1;letpass","16945","27","","","C","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"380","","Q4UNABLE","ADAS","ADAS-Cognitive Behavior","","4.  Delayed Word Recall","","","N","2","0","","","1","","1=Not done (for reasons other than physical/cognitive); 2=Participant refused; 4=Participant unable for cognitive reasons","Check each word recalled correctly.","radio;letpass","16945","28","","","R","","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"381","","TIMEBEGAN","ADAS","ADAS-Cognitive Behavior","","Time Began:","","","T","4","0","","","if((notin($vals{'Q4UNABLE'},$_n))&&($vals{$x}!=$_n)){return('Error :  Based on main question , please leave this field blank.');}elsif((in($vals{'Q4UNABLE'},$_n))&&time_validate('data'=>$vals{$x})!=1&& notin($vals{$x},$_m)){return('Invalid time ( HHMM )!');}else{return(1);}","HHMM","","24-hour clock","time_military_strict; missing; indent=1;subquestion_trigger=(q4unable:n)","16945","29","","","","1","","1","","","","","","","","","{}","2015-01-05 10:24:13.0"
"382","","Q4TASK","ADAS","ADAS-Cognitive Behavior","","<!--4.  Delayed Word Recall-->","","","T","50","0","","","if((in($vals{'Q4UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q4UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q4UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(notin($vals{$x},$_n)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","0=Word 1;1=Word 2; 2=Word 3; 3=Word 4; 4=Word 5; 5=Word 6; 6=Word 7; 7=Word 8; 8=Word 9; 9=Word10;10=None recalled correctly","","check;indent=1;subquestion_trigger=(q4unable:n)","16945","30","","","K","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"383","","Q4SCORE","ADAS","ADAS-Cognitive Behavior","","Score Component","","","N","2","0","","","1","","0..10","","combo;indent=1;letpass","16945","31","","","C","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"384","","Q5UNABLE","ADAS","ADAS-Cognitive Behavior","","5. Naming Objects and Fingers","","","N","2","0","","","1","","1=Not done (for reasons other than physical/cognitive); 2=Participant refused; 4=Participant unable for cognitive reasons","Check each object and finger named correctly.","radio;letpass","16945","32","","","R","","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"385","","Q5TASK","ADAS","ADAS-Cognitive Behavior","","<!--5. Naming Objects and Fingers-->","","","T","50","0","","","if((in($vals{'Q5UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q5UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q5UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(notin($vals{$x},$_n)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Flower;2=Bed;3=Whistle;4=Pencil;5=Rattle;6=Mask;7=Scissors;8=Comb;9=Wallet;10=Harmonica;11=Stethoscope;12=Tongs;13=Thumb;16=Index/Pointer;14=Middle;15=Ring;17=Pinky;0=None completed correctly","","check;indent=1;subquestion_trigger=(q5unable:n)","16945","33","","","K","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"386","","Q5SCORE","ADAS","ADAS-Cognitive Behavior","","Score Component","","","N","2","0","","","1","","0..5","","combo;indent=1;letpass","16945","34","","","C","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"387","","Q6UNABLE","ADAS","ADAS-Cognitive Behavior","","6. Ideational Praxis","","","N","2","0","","","1","","1=Not done (for reasons other than physical/cognitive); 2=Participant refused; 3=Participant unable for physical reasons; 4=Participant unable for cognitive reasons","Check each step completed correctly.","radio;letpass","16945","35","","","R","","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"388","","Q6TASK","ADAS","ADAS-Cognitive Behavior","","<!--6. Ideational Praxis-->","","","T","50","0","","","if((in($vals{'Q6UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q6UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q6UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(notin($vals{$x},$_n)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Fold the paper; 2=Put the paper in the envelope; 3=Seal envelope; 4=Address envelope; 5=Indicate where stamp goes; 0=None completed correctly","","check;indent=1;subquestion_trigger=(q6unable:n)","16945","36","","","K","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"389","","Q6SCORE","ADAS","ADAS-Cognitive Behavior","","Score Component","","","N","2","0","","","1","","0..5","","combo;indent=1;letpass","16945","37","","","C","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"390","","Q7UNABLE","ADAS","ADAS-Cognitive Behavior","","7. Orientation","","","N","2","0","","","1","","1=Not done (for reasons other than physical/cognitive); 2=Participant refused; 4=Participant unable for cognitive reasons","Check each item answered correctly.","radio;letpass","16945","38","","","R","","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"391","","Q7TASK","ADAS","ADAS-Cognitive Behavior","","<!--7. Orientation-->","","","T","50","0","","","if((in($vals{'Q7UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q7UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q7UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(notin($vals{$x},$_n)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Full name;2=Month;3=Date;4=Year;5=Day;6=Season;7=Place;8=Clock Time (+/- one hour);0=None completed correctly","","check;indent=1;subquestion_trigger=(q7unable:n)","16945","39","","","K","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"392","","Q7SCORE","ADAS","ADAS-Cognitive Behavior","","Score Component","","","N","2","0","","","1","","0..8","","combo;indent=1;letpass","16945","40","","","C","1","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"393","","Q8UNABLE","ADAS","ADAS-Cognitive Behavior","","8. Word Recognition","","","N","2","0","","","1","","1=Not done (for reasons other than physical/cognitive); 2=Participant refused; 4=Participant unable for cognitive reasons","","radio;letpass","16945","41","","","R","","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"394","","Q8WORD1","ADAS","ADAS-Cognitive Behavior","","Word 1","","","N","1","0","","","if((in($vals{'Q8UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q8UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q8UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes; 0=No","","radio; indent=1; grid_start;grid_indent=1; grid_cols=2;subquestion_trigger=(q8unable:n);indent=1","16945","42","","","R","1","","0","","","","","","","2:1:1:","","{}","2015-01-05 10:24:13.0"
"395","","Q8WORD1R","ADAS","ADAS-Cognitive Behavior","","<!--Reminder given?-->","","","T","20","0","","","1","","1=Check here if reminder given","","check; letpass;subquestion_trigger=(q8unable:n)","16945","43","","","K","","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
"396","","Q8WORD2","ADAS","ADAS-Cognitive Behavior","","Word 2","","","N","1","0","","","if((in($vals{'Q8UNABLE'},$_n))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'Q8UNABLE'},$_n))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'Q8UNABLE'},$_n))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes; 0=No","","radio;subquestion_trigger=(q8unable:n)","16945","44","","","R","","","0","","","","","","","","","{}","2015-01-05 10:24:13.0"
